fixed acidity,citric acid,residual sugar,sulfur dioxide,density,pH,alcohol,quality
6.4,0.23,7.3,157,0.9962,3.25,9.1,5
6,0.27,2.3,147,0.994,3.23,10.3,6
7.1,0.19,8.2,187,0.996,3.16,9.7,5
7.8,0.38,2.1,167,0.994,3.21,9.9,5
7.6,0.33,2,175,0.9944,3.22,9.9,5
7.7,0.34,10,178,0.9974,3.26,10.2,5
8.9,0.33,15.75,132,0.996,3,12.1,6
6.6,0.24,3.9,138,0.9922,3.15,11.3,7
7.1,0.3,2,128,0.9917,3.19,11.4,5
7,0.35,1.5,125,0.9918,3.17,12.2,6
7.4,0.26,1.6,150,0.9936,3.18,9.9,7
6.9,0.33,1.4,136,0.9938,3.63,10.3,6
7,0.35,1.5,125,0.9918,3.17,12.2,6
7.4,0.29,1.4,107,0.9939,3.52,10.4,6
7.1,0.3,2,128,0.9917,3.19,11.4,5
8.5,0.34,13.8,161,0.9981,3.13,9.9,6
7.8,0.37,1.3,96,0.9941,3.32,10,5
8.1,0.38,3.8,129,0.9928,3.21,11.5,6
7.7,0.29,6.9,163,0.9952,3.44,10.5,6
6.5,0.36,2.2,134,0.9898,3.28,12.5,7
7,0.32,1.6,120,0.9914,2.98,10.5,6
8.5,0.34,13.8,161,0.9981,3.13,9.9,6
8,0.28,10.8,157,0.9957,3.06,11.4,7
6.9,0.33,12.8,169,0.998,3.42,9.8,6
8,0.28,10.8,157,0.9957,3.06,11.4,7
7.6,0.26,15.3,166,0.9986,3.03,9.2,4
7.7,0.58,12.1,177,0.9983,3.08,8.9,5
7.7,0.61,12,179,0.9982,3.07,8.9,5
7.1,0.36,11.6,124,0.997,2.92,9.5,7
6.9,0.35,9.2,150,0.9947,3.21,11.5,6
7.1,0.36,11.6,124,0.997,2.92,9.5,7
6.9,0.35,9.2,150,0.9947,3.21,11.5,6
8.4,0.31,2.8,89,0.99416,2.96,9.5,6
6.5,0.35,1.6,164,0.99516,3.35,9.7,5
7.2,0.38,6.1,90,0.99496,3.17,9.7,5
6.9,0.42,8.5,147,0.9974,3.32,9.5,6
7.1,0.19,7.8,184,0.99579,3.16,9.4,5
6.4,0.2,14.9,162,0.9983,3.13,9,4
6.1,0.29,6.2,151,0.99471,3.6,10.6,6
6.9,0.42,8.5,147,0.9974,3.32,9.5,6
7.2,0.18,8.2,180,0.99644,3.16,9.1,5
7.1,0.19,7.8,184,0.99579,3.16,9.4,5
6.1,0.45,10.6,169,0.99699,3.05,8.8,5
6.7,0.42,11.2,171,0.99758,3.54,10.4,5
7,0.14,11.6,228,0.9977,3.13,8.9,5
7.5,0.24,7.1,141,0.99397,3.16,10.6,7
6.4,0.2,14.9,162,0.9983,3.13,9,4
6.1,0.29,6.2,151,0.99471,3.6,10.6,6
7.4,0.29,1.7,100,0.99243,3.28,10.6,6
6.3,0.18,7.7,186,0.9962,3.23,9,5
9.2,0.54,17.3,235,1.00182,3.08,8.8,6
7.4,0.29,1.4,101,0.99384,3.54,10.5,7
7.2,0.2,7.7,174,0.99582,3.16,9.5,5
6.3,0.18,7.7,186,0.9962,3.23,9,5
6.2,0.19,3.4,172,0.9924,3.14,10.4,6
7.3,0.21,1.6,133,0.99466,3.38,10,6
7.1,0.35,1.4,128,0.99212,2.97,10.4,5
7.6,0.28,10.4,205,0.99748,3.24,9.3,5
7.6,0.28,10.4,205,0.99748,3.24,9.3,5
6.5,0.31,4.1,134,0.99475,3.18,9,6
8.5,0.31,2.8,61,0.99189,3.06,11.5,6
6.9,0.21,15.7,159,0.99827,3.11,9,5
6.6,0.43,10.9,154,0.99752,3.52,10.4,6
6.9,0.21,15.7,159,0.99827,3.11,9,5
6.6,0.43,10.9,154,0.99752,3.52,10.4,6
6.3,0.3,5.9,152,0.99642,3.47,8.5,6
8.5,0.56,17.3,169,1.00047,3.07,9.3,6
7.3,0.25,1.4,107,0.99382,3.53,10.5,7
6.7,0.26,13.5,156,0.99784,3.39,9.9,6
6.2,0.28,8.5,108,0.99486,3.4,10.4,6
6.1,0.32,6.2,94,0.99537,3.35,10.1,5
7.3,0.25,1.4,107,0.99382,3.53,10.5,7
7.5,0.26,14.95,178,0.99838,3.04,9.2,4
6.7,0.18,7.7,200,0.99566,3.17,9.4,6
7.4,0.3,1.3,91,0.99268,3.53,10.6,6
6.7,0.18,7.7,200,0.99566,3.17,9.4,6
6.4,0.25,1.3,77,0.9933,3.61,10.2,6
6.3,0.22,1.3,66,0.99307,3.61,10.3,6
7.4,0.26,15.6,210,0.99907,3.06,9.5,5
7.4,0.26,15.6,210,0.99907,3.06,9.5,5
7.4,0.26,15.6,210,0.99907,3.06,9.5,5
7.4,0.26,15.6,210,0.99907,3.06,9.5,5
7.4,0.26,15.6,210,0.99907,3.06,9.5,5
7.3,0.28,6.5,97,0.99148,3.16,12.6,7
7.4,0.24,1.4,106,0.99383,3.52,10.5,7
8.6,0.28,2.7,150,0.99365,3.1,10.8,6
6.5,0.23,1.2,208,0.99272,3.18,9.9,6
7.3,0.28,6.5,97,0.99148,3.16,12.6,7
7,0.31,6.4,115,0.99235,3.38,12.2,7
7.5,0.19,6.9,150,0.99508,3.23,10,6
6.9,0.31,7.2,168,0.9946,3.29,10.6,7
6.5,0.42,10.6,202,0.99674,3.24,9.5,6
6.3,0.18,3.5,109,0.99018,3.34,12.8,8
7,0.31,6.4,115,0.99235,3.38,12.2,7
7.3,0.33,2.3,125,0.99084,3.34,12.6,7
6.6,0.28,12.05,125,0.99856,3.45,9.4,5
6,0.18,7,194,0.99591,3.21,9,5
6.9,0.18,11.8,126,0.9975,3.23,9.1,5
7.5,0.2,1.4,168,0.9944,3.06,9.4,6
7,0.3,5,143,0.99173,3.33,12.2,7
5.6,0.2,2.2,134,0.99378,3.21,10,5
6.8,0.55,14.6,159,0.99805,2.93,9.2,5
8.1,0.34,1.3,126,0.99232,3.14,9.8,6
6.8,0.55,14.6,159,0.99805,2.93,9.2,5
7,0.26,2.8,132,0.99078,3.34,12,7
6.8,0.3,3.3,80,0.99061,3.33,12.6,7
7,0.33,6.3,127,0.99182,3.31,12.2,6
7.7,0.38,8.1,144,0.9966,3.4,11,6
7.4,0.31,1.6,116,0.9912,3.25,12,7
7.5,0.62,10.6,153,0.99779,3.16,8.8,5
7.5,0.59,11.8,164,0.99814,3.17,8.9,4
6.6,0.32,1.7,84,0.99096,3.59,12.7,7
8,0.3,8.1,130,0.99379,3.1,11.8,6
6.1,0.04,1.3,121,0.99228,3.24,9.9,6
7.6,0.34,1.8,148,0.99335,3.35,11.1,6
6.9,0.21,7.2,190,0.99595,3.22,9.4,5
7,0.17,1.1,119,0.99297,3.13,9.7,6
6.9,0.55,11.95,111,0.99687,3.11,9.7,5
7,0.17,1.1,119,0.99297,3.13,9.7,6
6.9,0.55,11.95,111,0.99687,3.11,9.7,5
7.6,0.4,2.2,175,0.99445,3.19,9.8,5
7.5,0.29,12.7,209,0.9986,3.25,9.3,6
7.5,0.32,1.4,161,0.99154,2.95,10.5,5
6.3,0.32,10.6,209,0.9981,3.47,9.3,6
6.8,0.28,1.9,106,0.98993,3.45,12.6,8
8.3,0.34,10.2,118,0.99716,3.18,10.3,5
6.5,0.35,9.8,180,0.9972,3.15,9,4
7.2,0.3,8.4,167,0.99756,3.48,9.7,5
7,0.26,7.2,90,0.99509,3.22,9.5,6
7.7,0.29,4.8,156,0.99572,3.49,10.3,6
7.2,0.3,8.4,167,0.99756,3.48,9.7,5
7.7,0.27,4.5,95,0.99175,3.21,12.3,8
6.7,0.27,1.4,149,0.99254,3.4,10.5,5
7,0.26,7.2,90,0.99509,3.22,9.5,6
8.1,0.26,11,211,0.99676,3.11,10,6
7.7,0.63,11.1,179,0.9979,3.08,8.8,4
7.5,0.29,2.6,98,0.99194,3,10.9,6
8.3,0.31,2,141,0.99077,2.95,12.2,6
7.9,0.22,13.3,212,0.99942,3.47,10,5
7.9,0.34,11.4,202,0.99708,3.11,9.6,6
6.1,0.16,1.3,126,0.99353,3.13,8.7,6
7,0.26,1.4,89,0.99256,3.39,10.7,7
6.5,0.28,1.4,66,0.99199,3.43,11.1,6
7.6,0.33,7,130,0.9918,3.25,12.5,7
7.1,0.32,2,130,0.99354,3.3,10.4,6
8.9,0.37,1.2,93,0.99244,3.2,11.5,5
7.4,0.27,12.9,221,0.99831,3.05,9.4,5
8.1,0.34,10.1,121,0.99724,3.17,10.1,6
8.2,0.46,3.75,102,0.99524,3.28,9.7,5
6.5,0.29,1.7,144,0.9927,3.49,10.5,6
6.7,0.26,12.6,182,0.99802,3.42,9.7,5
6.6,0.24,1.3,204,0.99512,3.59,9.2,5
7.6,0.35,1.6,138,0.99438,3.19,9.8,5
7.4,0.44,7.6,227,0.99679,3.12,9,5
7.2,0.3,8.1,188,0.99652,3.15,9.1,6
7.4,0.3,14.9,169,0.99698,3.25,10.4,6
6.3,0.24,6,107,0.99511,3.59,10.5,7
6,0.18,3,85,0.99125,3.28,11.5,4
7.6,0.37,1.2,57,0.99256,3.05,10.4,3
7.2,0.3,2,188,0.9911,3.3,12,6
7,0.29,4.9,150,0.99168,3.38,12.2,6
7.2,0.3,2,188,0.9911,3.3,12,6
7,0.29,8.9,90,0.99556,3.29,9.8,6
6.4,0.19,2,191,0.99516,3.49,9.6,4
6.4,0.19,1.9,196,0.99516,3.49,9.5,4
7,0.42,5.1,144,0.99518,3.5,10.2,6
6.9,0.28,4.4,107,0.99347,3.24,10.4,8
6.7,0.29,5.8,74,0.9929,3.28,11,6
6.9,0.28,4.4,107,0.99347,3.24,10.4,8
7.6,0.68,12.9,160,0.99841,3.05,8.7,5
6.9,0.29,1.3,189,0.99362,3.29,9.9,4
6.9,0.3,1.3,186,0.99361,3.29,9.9,4
7.6,0.35,1.2,106,0.9914,3.06,11.3,4
6.8,0.26,2.7,83,0.99114,3.38,12,8
7,0.26,1.7,130,0.9925,3.43,10.7,8
6.5,0.29,8.2,156,0.99453,3.13,10.1,6
6.4,0.34,1.5,135,0.9938,3.25,9.6,7
6.4,0.34,1.5,136,0.9938,3.25,9.6,6
7,0.29,3.9,199,0.9961,3.54,10.3,5
8.4,0.25,17.75,218,1.00016,2.98,9.1,5
6.5,0.27,4.9,101,0.9916,3.17,11.8,6
8,0.39,1.6,93,0.99116,3.15,11.9,6
9.2,0.42,2,104,0.99517,3.09,10,4
9.2,0.49,2,107,0.99514,3.1,10.2,4
8,0.28,8.2,202,0.99566,3.12,10,6
6.6,0.18,8.5,188,0.99558,3.16,9.5,5
7.9,0.26,4.45,100,0.99117,3.17,12.7,6
7.6,0.27,5.8,109,0.99399,3.34,11,6
7.1,0.28,2.7,111,0.99405,3.35,10.2,4
7,0.26,7.3,220,0.99622,3.38,10.1,6
8,0.25,19.1,208,1.00051,3.05,9.2,6
6.3,0.17,8.8,212,0.99803,3.47,9.4,4
7.1,0.28,2.7,111,0.99405,3.35,10.2,4
6.2,0.18,7.4,195,0.99773,3.53,9.2,4
8.2,0.3,2.3,106,0.99397,2.98,10,5
7,0.26,6.85,220,0.99622,3.38,10.1,6
6.3,0.16,0.9,98,0.99274,3.16,9.5,5
6.1,0.41,19.35,207,1.00118,3.39,9.1,5
8.1,0.32,7.9,118,0.99176,3.05,13.3,7
6.8,0.43,11.75,198,0.9969,3.26,9.5,5
6.2,0.18,7.7,210,0.99771,3.56,9.2,5
7.2,0.29,3,117,0.99411,3.36,10.1,6
6.2,0.18,7.7,210,0.99771,3.56,9.2,5
7.2,0.29,3,117,0.99411,3.36,10.1,6
7.3,0.26,1.5,172,0.99194,3.27,11.2,6
8.1,0.28,7.5,230,0.99558,3.14,9.8,6
7.3,0.26,1.5,172,0.99194,3.27,11.2,6
8.1,0.28,7.5,230,0.99558,3.14,9.8,6
6.4,0.17,8.3,195,0.99577,3.22,9.4,5
6.3,0.14,7.05,177,0.99564,3.23,9,5
6.4,0.17,8.4,198,0.99578,3.21,9.4,5
7.4,0.2,13.9,229,0.99888,3.11,8.9,6
8.3,0.27,17.5,253,1.00014,3.02,9.1,6
6.4,0.35,5.6,148,0.99441,3.17,9.8,4
6.9,0.28,9.4,183,0.99594,3.17,9.4,5
8,0.28,4.8,150,0.99437,3.13,10,6
6.9,0.28,9.4,183,0.99594,3.17,9.4,5
7.3,0.37,9.7,130,0.9979,3.48,9.9,6
7.6,0.32,14.6,201,0.998,3,9.2,5
6.6,0.33,2.5,219.5,0.99316,3.15,10,5
7.6,0.32,14.6,201,0.998,3,9.2,5
6.6,0.34,2.6,210,0.99314,3.15,10,5
6.6,0.33,2.5,210,0.99316,3.15,10,5
6.5,0.26,8.2,133,0.99612,3.43,9.8,6
6.6,0.27,1.5,114,0.99295,3.36,10.5,6
6.7,0.26,2.3,181,0.99394,3.45,10.6,6
6.6,0.15,10,157,0.99642,3.28,9.4,5
6.6,0.15,10,157,0.99642,3.28,9.4,5
7.3,0.27,1.6,136,0.99248,3.38,11,7
6.3,0.26,1.6,141,0.99268,3.53,10.8,6
7.1,0.3,16,201,0.99954,3.3,9,5
7.8,0.33,10.4,194,0.99692,3.07,9.6,6
8.1,0.36,7.4,156,0.99592,3.19,10.6,6
8.1,0.36,7.4,156,0.99592,3.19,10.6,6
7.8,0.33,10.4,194,0.99692,3.07,9.6,6
6.6,0.24,16.05,147,0.99822,3.08,9.2,5
6.6,0.24,16.05,147,0.99822,3.08,9.2,5
8.2,0.33,2.6,71,0.99402,2.89,9.5,5
8.3,0.33,2.5,72,0.99404,2.89,9.5,5
7,0.26,10.8,184,0.99787,3.47,10.3,7
6,0.15,1.2,124,0.99347,3.08,8.8,5
7,0.32,1.7,128,0.99375,3.2,10.2,6
5.2,0.34,0.8,77,0.99155,3.25,10.1,6
6.8,0.1,1.4,118,0.9936,3.21,9.5,5
7.6,0.34,1.3,176,0.99434,3.1,9.5,5
5.6,0.4,6.3,174,0.9922,3.54,11.6,7
8.8,0.23,10.3,97,0.99571,3.13,10.7,6
6,0.21,15.55,142,0.99658,3.11,10.1,6
6.1,0.31,1.5,83,0.99076,3.32,11.1,7
7.4,0.09,1.5,117,0.99496,3.22,9.8,5
6.1,0.31,1.5,83,0.99076,3.32,11.1,7
6.3,0.37,7.9,215,0.99542,3.19,9.5,6
6.6,0.3,13,143,0.99825,3.37,9.4,6
6.8,0.3,1,113,0.99289,3.24,10.2,5
6.4,0.37,4.85,216.5,0.99432,3.1,9.8,6
6.2,0.37,7.1,201,0.99523,3.19,9.5,6
6.3,0.37,7.9,215,0.99542,3.19,9.5,6
6.4,0.16,7.5,191,0.9959,3.17,9,5
8,0.32,7.6,204,0.99543,3.1,10.1,6
6.7,0.32,10.3,122,0.99662,3.02,8.8,5
7.9,0.27,1.7,122,0.99088,2.97,11.9,6
7.9,0.27,1.7,122,0.99088,2.97,11.9,6
6.1,0.24,19.95,174,0.99922,3.19,9.3,6
7.7,0.49,7.7,110,0.9966,3.33,10,6
6,0.24,5.3,201,0.99466,3.21,9.5,5
6.1,0.24,19.95,174,0.99922,3.19,9.3,6
7.6,0.23,12.7,139,0.99836,3.16,9.7,4
7.6,0.23,12.7,139,0.99836,3.16,9.7,4
6.3,0.22,1.5,155,0.99238,3.19,10.2,5
8.6,0.25,11.3,96,0.99645,3.11,10.8,5
6.8,0.36,18.1,133,1,3.27,8.8,5
6.8,0.36,18.1,133,1,3.27,8.8,5
6.9,0.31,7,175,0.99376,3.32,11.4,6
6.8,0.36,18.1,133,1,3.27,8.8,5
6.4,0.4,6.4,191,0.99513,3.14,9.8,5
8.6,0.36,1.4,119,0.99556,3.17,9.4,4
8.6,0.36,1.4,119,0.99556,3.17,9.4,4
8.5,0.28,3.1,174,0.99543,3.21,9.4,6
7.4,0.41,14.1,194,0.99886,3.2,9.4,6
6.6,0.34,7.7,212,0.99526,3.22,9.7,6
7.1,0.31,5.2,140,0.99166,3.35,12.3,7
6.6,0.25,11.6,178,0.99691,3.33,9.8,6
8,0.57,10.4,134,0.99732,3.12,9,5
6.2,0.45,7.5,203,0.99573,3.26,9.2,6
6.2,0.49,11.2,215,0.99656,3.19,9.4,6
5.6,0.29,0.8,67,0.99112,3.28,9.9,6
6.9,0.36,1.4,145,0.99214,3.07,9.8,5
6.9,0.3,4.7,148,0.99165,3.36,12.3,7
7.1,0.3,3.1,37,0.99004,3.02,11.9,7
7.1,0.29,4,170,0.99463,3.27,10.2,6
7.3,0.29,11.3,224,0.99683,3.14,9.5,6
7.1,0.3,3.1,37,0.99004,3.02,11.9,7
6.3,0.55,8.1,216,0.99596,3.24,9.2,5
7.5,0.23,14.8,174,0.99898,3.18,9.7,5
6.5,0.33,1.4,138,0.99114,3.36,11.5,7
8.2,0.38,3.5,174,0.99306,3.22,11.6,5
7.5,0.23,14.8,174,0.99898,3.18,9.7,5
6.5,0.33,1.4,138,0.99114,3.36,11.5,7
7.3,0.35,1.5,108,0.99342,3.27,10.2,6
6.4,0.37,1.5,109,0.99345,3.38,9.8,6
6.6,0.13,12.8,158,0.99772,3.24,9,5
5.8,0.12,1.6,163,0.99239,3.38,10.5,6
6.7,0.27,7.1,178,0.99502,3.16,9.4,4
6.7,0.27,7.1,178,0.99502,3.16,9.4,4
6.4,0.3,11.2,149,0.99479,3.21,10.8,5
6.8,0.3,1.7,95,0.99207,3.17,10.7,7
9,0.34,6.7,162,0.99497,3.08,10.6,6
6.5,0.25,17.3,110,0.99828,3.15,9.2,6
5.9,0.14,8.6,142,0.99542,3.28,9.5,6
5.9,0.14,8.6,142,0.99542,3.28,9.5,6
6.2,0.18,1.5,111,0.99228,3.41,10,5
9,0.34,12.1,177,0.99706,3.13,10.6,5
9,0.34,6.7,162,0.99497,3.08,10.6,6
8.9,0.34,10.7,166,0.99669,3.13,10.6,5
6.5,0.25,17.3,110,0.99828,3.15,9.2,6
6.9,0.3,1.8,117,0.99269,3.24,11,6
7.2,0.24,1.4,159,0.99196,3.25,11.2,6
6.7,0.38,7.5,175,0.99662,3.32,9.6,5
6.2,0.14,4.8,128,0.99475,3.21,9.4,5
6.3,0.42,7.1,209,0.99544,3.2,9.5,6
7.5,0.47,16.9,188,0.99944,3.09,9.3,5
6.2,0.14,4.8,128,0.99475,3.21,9.4,5
6.3,0.42,7.1,209,0.99544,3.2,9.5,6
6.6,0.52,11.3,110,0.9966,3.07,9.4,5
6.3,0.42,1.1,146,0.99066,3.13,11.2,7
6.4,0.44,1.2,150,0.9907,3.14,11.2,7
6.3,0.42,1.1,146,0.99066,3.13,11.2,7
7.6,0.64,12.9,170,0.998,3,8.8,5
6.4,0.44,1.2,150,0.9907,3.14,11.2,7
6.3,0.42,1.1,146,0.99066,3.13,11.2,7
5.7,0.65,1.2,137,0.99307,3.2,9.4,5
6.9,0.26,2.3,103,0.99106,3.06,11.1,6
6.9,0.22,10,131,0.99696,3.08,9.6,5
6.9,0.26,2.3,103,0.99106,3.06,11.1,6
5.7,0.65,1.2,137,0.99307,3.2,9.4,5
6.6,0.16,1.4,160,0.99167,2.95,10.6,6
7.3,0.16,14.9,240,0.99902,3.13,8.9,5
6.9,0.24,1.8,80,0.98992,3.15,12.3,7
6.6,0.28,1.8,132,0.99182,3.34,11.4,5
6.8,0.36,7,207,0.99556,3.16,9.6,6
6.6,0.24,8.6,135,0.99582,3.33,10.3,6
6.6,0.28,1.8,132,0.99182,3.34,11.4,5
7,0.32,1.1,80,0.98972,3.23,12.1,6
7,0.28,1.3,56,0.99352,3.46,9.9,5
6.3,0.36,4.9,185,0.9946,3.15,9.7,5
6.8,0.24,1.9,154,0.99273,3.18,10.5,5
6.7,0.42,10.4,182,0.99628,3.04,8.9,6
6.5,0.4,10,227,0.99582,3.18,9.4,5
6.7,0.36,8.6,206,0.99553,3.18,9.6,5
5.8,0.27,1.7,104,0.98914,3.4,12.6,7
7.7,0.26,18.95,174,0.99976,3.2,10.4,5
6.8,0.3,12.8,171,0.99808,3,9,7
6.8,0.3,12.8,171,0.99808,3,9,7
6.8,0.3,12.8,171,0.99808,3,9,7
6.8,0.3,12.8,171,0.99808,3,9,7
6.8,0.3,12.8,171,0.99808,3,9,7
6.8,0.3,12.8,171,0.99808,3,9,7
5.1,0.25,0.7,89,0.9919,3.22,9.2,6
6.8,0.3,12.8,171,0.99808,3,9,7
6.9,0.28,13.3,132,0.99655,3.34,10.1,6
6.7,0.3,8.5,152,0.99615,3.46,11,7
7.3,0.29,1.5,144,0.99296,3.2,10.8,5
6.3,0.29,11.7,147,0.99482,3.22,10.8,5
8.2,0.34,1.2,167,0.99366,3.24,10.6,5
7.8,0.31,2.1,208,0.99434,3.23,9.8,5
6.4,0.34,1.4,115,0.98958,3.18,11.7,6
7.8,0.31,2.1,208,0.99434,3.23,9.8,5
6.9,0.27,16,185,0.99938,3.34,9,6
6.8,0.42,1.1,132,0.99059,3.18,11.3,7
6.2,0.32,15.3,185,0.99835,3.31,9.4,5
6.4,0.34,1.4,115,0.98958,3.18,11.7,6
6.7,0.29,2.8,107,0.99159,3.31,11.3,7
6.7,0.29,2.8,107,0.99159,3.31,11.3,7
7.1,0.3,0.9,28,0.98931,3.2,12,6
7.2,0.36,2.5,157,0.9938,3.48,10.6,6
8.9,0.33,8.1,202,0.99558,3.13,10.8,6
7.5,0.32,8.2,209,0.99563,3.12,10.8,6
7.1,0.3,0.9,28,0.98931,3.2,12,6
6.3,0.46,11.1,177,0.99691,3.18,9.4,5
6.5,0.39,7.8,219,0.9959,3.19,9.4,5
6.7,0.29,2.8,107,0.99159,3.31,11.3,7
6.6,0.52,10.1,140,0.99628,3.07,9.4,5
6.15,0.37,3.2,80,0.99076,3.39,12,5
6.5,0.41,14.2,129,0.99678,3.28,10.3,7
6.5,0.41,14.2,129,0.99678,3.28,10.3,7
6.5,0.41,14.2,129,0.99678,3.28,10.3,7
6.6,0.21,2.9,126,0.99089,3.22,11.3,7
6.6,0.35,6,150,0.99537,3.1,9.4,6
6.5,0.28,20.4,144,1.0002,3.14,8.7,5
6.6,0.52,10.1,140,0.99628,3.07,9.4,5
6.6,0.21,2.9,126,0.99089,3.22,11.3,7
6.5,0.41,14.2,129,0.99678,3.28,10.3,7
6.15,0.37,3.2,80,0.99076,3.39,12,5
8,0.26,1.7,136,0.99316,3.44,10.4,7
7.8,0.23,1.7,128,0.99272,3.37,10.7,7
7,0.24,9,219,0.99636,3.47,10.2,6
5.9,0.26,1.4,109,0.99148,3.3,10.5,6
6.7,0.28,2.4,100,0.99064,3.26,11.7,7
6.8,0.2,16,186,0.99884,3.13,8.6,5
7.2,0.27,11.4,174,0.99773,3.2,9,5
8.2,0.26,2.1,87,0.98974,3.1,12.8,6
7.2,0.27,11.4,174,0.99773,3.2,9,5
7.5,0.38,1.1,104,0.99112,3.28,11.8,6
9.2,0.37,1.1,84,0.99136,3.05,11.6,6
7.4,0.37,1.2,89,0.99132,3.14,11.8,6
6.1,0.35,15.8,158,0.99642,3.24,10.6,5
7.6,0.4,5.2,91,0.99488,3.17,9.7,5
8.1,0.22,5.2,151,0.99527,3.22,10.3,5
6.7,0.3,5.2,113,0.99352,3.33,10.1,7
5.8,0.28,0.8,127,0.99198,3.24,9.3,5
6.6,0.29,14.45,144,0.99756,3.33,10.2,6
7,0.39,6.9,162,0.99561,3.11,9.5,5
7.3,0.31,2.3,80,0.98936,3.06,12.9,7
6.4,0.27,11,148,0.99786,3.14,8.7,5
6.8,0.23,5.1,204,0.9942,3.23,10.1,5
7.1,0.24,5.4,196,0.9948,3.19,10,4
6.45,0.42,1.2,129,0.99116,3.27,11.1,7
6.5,0.44,12.6,158,0.99688,3.26,10.3,7
7.1,0.34,1,73,0.98974,3.24,12.2,6
6.7,0.34,6.6,156,0.99542,3.11,9.3,6
7.2,0.26,1.5,178,0.99154,3.19,11.3,6
7,0.33,1,110,0.99118,3.04,10.8,6
8,0.25,1.1,86,0.99044,2.98,11.2,8
6.2,0.34,6.6,91,0.9914,3.32,12.5,7
8.3,0.41,8.2,122,0.9979,3.39,9.3,5
5.9,0.31,2,142,0.98892,3.4,12.9,7
6.6,0.25,1.4,131,0.99114,3.2,11.2,7
6.8,0.4,7.5,179,0.99583,3.2,9.3,5
5.9,0.31,2,142,0.98892,3.4,12.9,7
5.9,0.3,2,142,0.98892,3.41,12.9,7
7,0.3,13.3,120,0.99704,3.2,9.5,7
7.9,0.31,2.85,24,0.9911,3.19,11.9,6
7.2,0.25,5.6,120,0.99334,2.93,10.3,7
7.2,0.24,5.6,120,0.99334,2.92,10.3,7
7.6,0.33,1,93,0.99094,3.06,11.2,6
6.2,0.31,3.2,150,0.99014,3.18,12,6
7.1,0.17,1,144,0.99304,3.13,9.6,5
7.6,0.28,7.1,110,0.99652,3.2,9.2,6
8,0.29,2.4,119,0.98944,3.03,12.9,6
7.2,0.27,11.2,149,0.99772,2.99,9.3,6
7.6,0.25,9.5,136,0.99367,3.1,12.1,6
7.1,0.17,1,144,0.99304,3.13,9.6,5
6.6,0.29,1.8,128,0.99183,3.37,11.2,6
7,0.36,2.6,98,0.99126,3.11,11.2,7
8,0.29,2.4,119,0.98944,3.03,12.9,6
6.6,0.38,8,187,0.99577,3.21,9.2,5
7.2,0.27,11.2,149,0.99772,2.99,9.3,6
7.6,0.28,7.1,110,0.99652,3.2,9.2,6
6.9,0.25,3.3,124,0.99428,3.18,9.3,6
6.2,0.27,10.3,108,0.99388,3.2,10.7,6
6.9,0.32,1.2,166,0.99208,3.05,9.8,6
6.7,0.25,1.6,143,0.99256,3.3,10.3,6
6.2,0.27,10.3,108,0.99388,3.2,10.7,6
5.7,0.28,9.65,121,0.9925,3.28,11.3,6
6.5,0.5,16.4,182,0.99904,3.02,8.8,6
7,0.37,1.5,104,0.99216,3.18,10.8,5
6.9,0.32,1.2,166,0.99208,3.05,9.8,6
6.9,0.25,3.3,124,0.99428,3.18,9.3,6
6.5,0.31,5,72,0.99165,3.26,11.5,7
6.5,0.36,16.3,133,0.99924,3.26,8.8,5
6.5,0.36,16.3,133,0.99924,3.26,8.8,5
6.5,0.36,16.3,133,0.99924,3.26,8.8,5
7.5,0.39,10.2,209,0.9972,3.16,9.6,6
6.5,0.36,16.3,133,0.99924,3.26,8.8,5
6.8,0.42,7.4,189,0.9958,3.22,9.3,6
7.8,0.34,13.7,184,0.99976,3.22,8.9,5
7.8,0.34,13.7,184,0.99976,3.22,8.9,5
6.4,0.44,7.4,182,0.9957,3.24,9.1,5
6.8,0.42,7.4,189,0.9958,3.22,9.3,6
6.8,0.37,7.45,188,0.99579,3.2,9.4,6
7.8,0.28,7.2,179,0.99541,3.14,10.1,6
7.8,0.34,13.7,184,0.99976,3.22,8.9,5
6.8,0.29,10.4,143,0.99518,3.2,10.8,6
5.2,0.29,1.1,69,0.99168,3.24,10,6
7.5,0.31,6.5,160,0.99276,3.03,10.9,6
7.5,0.3,4.6,92,0.99085,3.15,12,7
8.2,0.64,13.9,171,0.99873,2.99,9.3,5
7.6,0.27,5.2,101,0.99172,3.22,12.3,7
7.5,0.25,1.7,129,0.99312,3.45,10.4,6
7.5,0.31,6.5,160,0.99276,3.03,10.9,6
6.9,0.32,16.4,153,0.9972,3.22,10.5,5
5.3,0.31,3.6,91,0.99278,3.41,9.8,6
6.5,0.31,1.5,121,0.99092,3.06,10.5,6
6.5,0.28,12.4,213,0.9962,3.16,9.9,6
6.5,0.31,1.7,79,0.99053,3.27,11.4,7
6.8,0.22,6.2,190,0.99858,3.18,9.2,5
7.9,0.36,6.2,173,0.9984,3.09,9.7,5
7.9,0.34,2.6,135,0.99335,3.09,10,5
6.5,0.31,1.7,79,0.99053,3.27,11.4,7
7.1,0.28,9.3,141,0.9949,3.13,10.3,6
6.5,0.28,12.4,213,0.9962,3.16,9.9,6
6.5,0.31,1.5,121,0.99092,3.06,10.5,6
7.4,0.28,9.1,95,0.99532,3.16,9.8,7
